class,uuid,image-0,image-1,image-2,image-3,image-4,image-5,image-6,image-7,example_im_0,example_im_1,example_im_2,example_im_3,example_im_4,label
chair,50103b8fc47c4fb08446a936a3ac294b,7f5979ca-d66f-41db-9255-841032a1edd1,d04c462d-6c6f-4259-ba9e-188fcda2176a,74319654-819a-43a2-aeff-41aafe7f71b3,71ccfa2d-dfe8-4cf2-ba4a-57270f5075f8,b2473166-4e86-4fbe-9ed5-99e889e31a56,d39fd904-d106-48dc-a3a2-bde755713d9f,38477e8c-05a3-4ec8-a30b-9456b685e2a3,4ad05808-8409-4803-9bbf-ee795580c7a7,e17d8df9eaf6425.png,2aea86ebfa1544d.png,86ab6903e9b94aa.png,1d1f5249e53b4bd.png,7283581b7bd54ad.png,bad
trash_bin,e31ed139e5a44c4a807db1a34364cc1d,fde759dc-54d3-4de0-a1ae-1712f70d2536,44c47982-1a2d-461d-aabd-63338981919c,73aa03d0-36c9-4461-9692-fac9e89ff9fe,b3828b4e-8df7-4bf2-9b43-00caa48b157d,c412de81-5500-45ee-aaf8-836bdfbe1005,59e89c16-e4b4-4eb3-aa6a-0c29f0057b4e,6a559dd8-10a3-4c1c-9a89-15260951ee09,714046c2-7b73-4eee-a136-46100076ad13,0b3be2dafc4e449.png,f79a1badf9df4a7.png,3187bc1f9bea4bc.png,bf5c67540a10474.png,677555b68ae7471.png,good
orange,2f9546f0aa9e4dbdade316e1b9d59f04,f84d153e-4b94-4cc4-8736-38aa1afa3cfc,628982b3-b495-48a3-adf9-b9793f780cf3,a92ffdb3-c7c2-4ebf-ab82-e7cb5cca3a69,0dce5fbc-edc3-44a9-b30c-194ca983049b,425774d8-f05d-4c4c-be99-f9f7f47b33c6,a7a77e62-c489-44f6-9874-bbdf84ae177f,e783bed0-498d-4a7e-bee5-8217c856d50b,a2d38a5d-a5b1-45fa-b13f-84f5973f5a58,e3c84ee7dde4452.png,1286083a975645f.png,5ded6a78c6c0424.png,2e7702212a58475.png,55de1ba3b49f420.png,good
fan,4ffcf53a80c44ca1987ad3af4c949002,0eac709d-3376-4bcc-884e-f774f43d375c,5b26b85a-8750-4af8-9465-242b2d539db1,ad69bd84-4118-4497-9e60-e78ecdda6f5a,f6b1b2a9-c207-4545-9125-b695d6c1ac3b,d8c74627-2fd1-4235-a656-d3a9d7569d81,6cb93ce1-6618-4a69-abdd-f5582d2199a3,d9c89909-e1f2-417d-a646-e3e6eaf5f2b5,78461a8e-e1ee-4cb5-8e2a-329bde1221a4,4064bcc0d27f4b6.png,c6e835f2f6244ad.png,c10c216ee9504b5.png,20e980feee6a478.png,bda6d9b612f24ed.png,good
printer,f638c5b1f87d441691dc29dc4c34c5f6,2901437a-0a12-4173-82c3-63f0e8e427e5,aa5c58b7-a03d-46d8-9455-58e4ed02db21,dce356de-13a0-4046-80e4-340552b85e2e,348b304d-cf62-48b9-b605-27a547c73b0b,13fcfa6e-97e2-4c30-b97a-0d86dc06f51f,6896fda5-d165-4722-9857-b791b08d7258,46dc2f80-0b4b-4d92-989a-1217e1f913e3,2940a0b3-e691-4f6b-8b90-fdc280ad7450,948f2cd7110b44a.png,68462793546641f.png,3b1abddf21aa454.png,49af7944af5a4d9.png,8a568424d1e04da.png,bad
trash_bin,72f999ed5ab746f2bb89b4a16964543c,d78b6415-5e93-4ff5-90af-90a2c2cd3cc8,a2f7ac70-0bbd-48a2-9b7a-52767490a3bb,20453f51-13e9-44ab-9460-064391aa9787,06898e85-ce8e-43b6-8cc9-9b92e2611d96,9ed766dd-63f2-458c-987e-1c9d6521a9d7,4f9da308-871d-44f0-820c-356b435ca756,0240116d-d128-446a-bde3-fbb4e4b83125,dbc1b3a5-d17d-43b7-aa7e-caf1a1b3f32c,ca0dabec51ec46d.png,2b570b7a6a88445.png,4b057dd34bf74f7.png,0a56ce07d053483.png,de281ea8a16f49f.png,good
bucket,b5adba994632408983254ddc0e0d0075,88fb8107-1aa2-4a2d-bfb9-2397ecf1c2e4,e4864c27-9b88-494d-bfb7-2b44fed99991,d458e1c3-053d-49e6-a26d-aef3d383db90,20c6a6c9-2fc5-4aa7-b92d-8240df99f688,9a50eb80-71fc-4794-83b3-98ddc6a12843,7a48f881-9df2-4fff-98ad-a8334b002d9f,d7f1bcd9-f318-48a7-bc92-a2b5552b6278,8b08920d-901e-4289-8ca8-daa9336406d2,6c14012c41eb439.png,ab1abdd89ef84e0.png,b333de64491c445.png,4e8d4ea78ae04b3.png,8b7c4b14104840d.png,good
chair,0bb7c21059fa4a0a855869c27b548f89,32e6ff69-08ca-4837-98c9-8b57534716e8,89b974d4-fc37-4e93-9182-b9740397942d,4799853d-7a21-4d94-ad0f-ce275bf537a0,105afdca-65c5-4603-9be5-55ddb89217ac,6e56ebd7-dd7e-4e01-871a-0cecbf8a776e,8363133a-a98b-46d8-b6e6-cab6da4e1487,3111f20e-cdba-4851-9180-f9d7fe9f8814,783c2260-33f3-4fbc-8988-48fba15a8fb6,5763f918cf0d4dc.png,d6496d4fbf3d4e3.png,a8d11e13e7654d0.png,680207e7d0f843d.png,2b59f50d55c64ef.png,bad
wheel,d9784f4dc1bf497280c57a1eb671ca35,069dbe7c-56a2-41ee-b31d-c99f35c21fa3,4b04c824-74da-4187-9cda-342bd79356d7,d579141e-8820-4035-9399-288af3c108f3,5cdcc930-e18b-498f-b9f8-01efe57063e9,73125e14-0304-4d43-be94-e08d7b628ce3,d7dc092f-5ea8-4619-bd97-9d5465454872,40098ff7-a94a-4a87-aa72-d46dfdaef80b,4a184d14-5202-4f89-917f-cd4596a22af3,7b1902be0499441.png,b5278d48e1274b6.png,7ffe9b900bdb420.png,53f85b11c856478.png,1207db3ee07c4a8.png,good
wheel,8570f00ec44e482688cf59a0f66f1b1f,42cfe52e-30ea-4122-beeb-7b100d7764f9,c145ef66-b72e-4ddd-85c9-5b00a6b854fa,92d2dcf0-8630-4819-810d-30bbe510488b,38f8cba5-af58-4e68-82f7-f2491d22f322,09257934-7e66-45fd-9e9d-f006fd8d2f34,788ab034-d958-4558-8629-af1c214a7a49,181519af-56f9-40b4-af2f-aeb98326356b,8a18434f-c8c1-4465-8619-045ee2859860,f3a67a58c20b4c4.png,722be91e2999429.png,ea60de0d4d174ad.png,35e464ad996e47f.png,7abc21f2c30b45d.png,good
teapot,16281e056c3a493d9a829688808dd79e,7af473d9-a11a-40a9-97fc-fb5ccfd59b78,b0fcdce0-75dc-4743-8194-bef00a445e99,7242a061-cae1-4596-b3b5-f92ac2f4ad3c,5b864bc7-ced0-4525-bc0f-4d826179368a,096fb6fc-b95c-48d2-8343-aaddb37b4d94,34b59f19-9c30-4104-a331-5765f4058746,90c11e5c-7f02-4f7d-b18e-6f010cba805a,8ac2dbdc-a315-4812-aa4a-2eb4b59adca1,c4dff71026c944b.png,21c29a022ad842a.png,98a79817987d407.png,0bb0effcd04a40a.png,e99889c23baa4c1.png,bad
wheel,008f1cd2babf4166bc02a4383cccd220,b4aa0dbc-46bc-49eb-8cd2-dd68e54ca974,af27c847-fa6e-453e-8f66-bd8643718023,20941e9c-b7be-4dd3-bb0b-075d21161fa8,73138dfb-cc06-4f7e-88a5-7fde493f19ab,d8a415c2-d8de-474d-9207-03c363cae240,10af6538-a3ef-4f2b-bb24-3c53f80a986d,0e11be37-dcc2-4d6d-a7fc-3d952422297b,6aeed69f-677b-4060-9e47-68236b7c85c3,35e464ad996e47f.png,74f2d50f26b1419.png,9b20fcacea8a45a.png,d2fa0f27baff436.png,722be91e2999429.png,good
printer,e13fdf9e3a114a5d98f012b3067689e7,cf38f488-7abe-4f8d-b609-451f7d776560,2f9d288b-ca96-4dfe-b8a3-fd2b3746e3ae,135c3710-2375-4871-b797-e37f1cb7827c,f6a27be4-6446-4d7f-8b93-8de4d7e3e2d8,431a1b11-72ba-4cf8-982e-41df63b0c68f,34efa4ae-b90b-4696-bc04-180b5ef8da28,5cae5e28-1678-447e-9fd3-f6c13a08a52c,c8123496-c5bd-4d00-b5fc-7f3fe1780706,c7082dd255a7419.png,a3291e89d6d94da.png,dc7a900090874e8.png,1ade4bfa1fc84f5.png,9b0bdd5ffe6b411.png,bad
chair,bc4aabcd1f0e432fb93b04fcc8464b71,98b6c5c8-bd8e-43e0-8530-102faf32f36a,393dd46b-a40f-4e62-8b26-4657830aafde,d29df75e-e756-434f-ac6a-cfd1c743e056,07302ae0-5508-4dc3-a2a8-d57f54d9c31c,956b78bb-4c7e-46dc-9cc7-3496c792f0ae,4a9afeb9-880e-4184-bcbe-ea03f9eda2c6,47eb57e6-d41e-467a-93f3-263271213f60,5676de9e-2646-45cb-8751-e9379aadfbf8,6bf92f17436345f.png,680207e7d0f843d.png,00e43dec5e274ba.png,9706f4bcf4784c5.png,4207a8fa2d484ba.png,good
hammer,036ca872750c42059b0ad10a67495002,796603ef-8c8f-4b57-880a-29fdfc3c5dd2,f712114e-3e32-42fe-81bf-b67614f70cd9,53f30256-083a-4f8c-9d41-1f1dcf3e7a09,799b205c-9b86-400f-8856-4ed6b9587f84,2a29d129-4f9d-4968-8cd1-9af14b630fe5,62eb5a8f-8046-4141-8c51-00c6d8f3180b,00500985-3306-4d57-b703-1da6dc5187f9,d8a57f95-b29f-49f3-af62-1e0576aa40f8,dac91b04710a4b9.png,7d16f52b977c45d.png,4ad6b3bd3c3e46a.png,1f2a73383594429.png,7a767491f53d4d3.png,good
printer,d04d521bd0a049719f2199159e24d981,498c1edf-4e70-41ca-b14c-a9c1fb29134c,caac44b5-8029-417a-b6ef-f9def0586047,962d3a5d-1d3a-400e-9101-e3a69ed0f5d4,3b2f3f0f-f180-43d3-af99-e0577bad9b79,997eaf0a-5de9-43dc-b42f-cc519c373c82,011e4a0d-7b02-4b61-a813-ab3c6acf21b4,3773e65f-a38d-455c-a132-e8bd2f365560,6519ffc5-a0f9-46c6-855e-ff10e6e1f53f,30b433a8498a404.png,3b1abddf21aa454.png,54ca4dc97f5a42d.png,1a0b610bf15c428.png,6068e09a191d417.png,bad
basket,ba705749a39d4f5382b265c7b157e962,e8a6f9a2-c8fe-4326-9e94-9cd7f9c4d96d,fcdc999e-54b6-4e2a-961d-196a30020263,d6d9d25e-9aee-4259-992c-a6fa89b36641,81420759-934a-4b97-a1f6-28c6faaf679e,b629107b-7e5c-4594-9815-217feb507d71,fab047e0-6059-4b6b-af49-9308c1c06018,13e4153b-2a50-4dfe-8ca2-2b760f7e4dfa,350156c4-5329-435b-a8e1-df985fda0aa3,74f6f4100f8242c.png,2934b51f7636453.png,e5249554610b4c8.png,5dadc96d579f4a2.png,17acf5ba0da5480.png,good
basket,f58312c6623542a0aac46badf2ed4ba7,2acb2cb7-3804-4973-b8ca-7c2c2ed378b1,3dd2bc13-afa8-4bfd-aad5-49981b945893,075dba6f-3236-4b30-90bf-f312590d414a,0b9326d8-4668-4193-ab55-a0570d77af18,5ce9fe34-46b6-48a4-b34b-794c50521658,97ad59c1-0772-4da1-8dda-59bbce00b20f,44176426-06c8-4760-9b26-0a35beeb9e49,c78caef6-368d-4158-84f8-446be4ce353f,fc232fa4e86f4bc.png,e78ba36d5a7e492.png,70f6ae245f674d0.png,057d08e7bf5a43f.png,3ea96eee882b421.png,good
banana,3910e3cb04b04858a5e3df19b74c6d90,4e4d1447-e169-42d2-a9f0-948e4185f4f1,05d95432-18f4-4e20-b17b-e579e32dfe77,e8dc1bd2-8c66-4893-b36f-41f401f6f098,bc544c99-10a0-4824-b50e-fe40a1377d62,d0731c80-bcb6-4fc3-9e2b-75056213c0d2,00cf190a-df7d-4ad8-9407-1bf85dbe62e0,61f46ea7-f430-433f-85af-6ac704d02c23,83d7f6e5-c1e3-44f8-a734-14377c863eb4,456456dc61af4f9.png,315c18b49166498.png,0382e4e0eb28496.png,36c9514b664a4f1.png,961f8df1a1a8471.png,good
chair,c6e26c415f484c24b844c95de2d4e9fe,590b33c2-4c35-492e-8bc3-0ed3659084ae,fbd5384c-1d0e-4243-81c3-573690cdfbaa,db0947e4-2a80-4fb9-925b-81d7d34b508c,04acefc9-766d-4780-b9f2-669e706a3cc5,6d399256-66f8-4ae8-9d97-ded948de394d,f262f50e-ddb6-4e26-9f6f-0792a9c68ee9,d24920ad-b8a4-49ba-9172-eff15d36fdc2,f1004b4e-ffb3-4ca7-a5b3-4e74ada14428,3bedb0bd8408460.png,c8c986ad516849b.png,b59b04cc1df1400.png,d6496d4fbf3d4e3.png,772571d620f4440.png,good
beer_bottle,3821eb7ef66b477b89607c7e28bb8d77,029d351a-79f2-46dd-8a09-b9c458de3b32,8df01cfc-467d-4341-b04d-d3e79c9d806e,c3029bd5-486e-4fca-ba3b-4415520fe815,9d4f3a4a-d764-40a7-83f9-7b88ff9e712e,0fa9373a-245c-4634-bb80-07e729406c25,064ed945-6476-4abe-a878-899fa5d250b9,fdb3c20e-6be6-4d5d-b33e-f61c7e675131,3243dbe9-2346-4a63-a8aa-6ba008332c1a,b9e0f6ce3dea4e5.png,d7edf654140c42e.png,46d85ccdd88e478.png,6f665bad595f402.png,577cdc165b304f7.png,good
tv,d2eb268f95e8479f937134a7dacff992,94bd5ce4-5e25-47c9-b6bf-cbbae5720306,1424153b-8f92-471f-8bc6-4c8810a091b8,da50991d-508a-4302-a1e1-8a1f03fcd41f,f875d849-8a6f-428d-960c-02596864c268,8e4779cc-9635-481f-9256-37c616216a13,c0a48e31-d751-4438-b2a7-8ab9a6caf9de,3ec901a8-df34-448c-8561-2df7ec2af453,1813ce2a-c83b-4e4b-b834-f8be0c71a1fb,e23ad94c1c754b5.png,07a3c43708ad421.png,7f8b4abbd46b47a.png,e9774120929442f.png,6ede2fb56f0c48c.png,good
lighter,9fd35c9e476b473980cdc1980c6375d0,e5133283-a401-4d1e-93f3-9df096c78bdf,b8b005a8-8715-488b-b2f8-694332fdb827,4d2a5720-c66d-4c17-b980-e7d943b0ef56,ea9e88a5-5abc-4c4a-a12e-f25597d9be87,53a6f994-dabf-4ce4-9eb6-0be8c988c023,ef27a188-3412-4184-8b12-1b83b518bbd3,c1093d4a-04d1-4cd7-beb9-8a08cc83a377,ebdc38b3-b11b-417c-ad51-2ff13361b055,f1969e536fdc4d0.png,9183989235bc420.png,69be388c433e41c.png,76b89d25c4b0415.png,68f933d6ae92471.png,bad
vase,42b3ce5985974be986f52dcca5b590ef,955f007c-f7c4-457f-9613-e3d174dc7fcf,9f1a5c88-355b-4b4f-8c0d-581ede8694dc,ed2597f8-bfae-47f3-961d-18b9521316fb,312657a5-9fe2-4d9a-8236-76f051748350,34a578b5-66be-4d75-85a6-837a569bf9ec,5fa69e11-4e96-4a9b-a125-cc288549f48b,bdbaf1e9-b357-43c1-8557-82be96f9fc7c,bf70d1eb-2387-4815-aa17-d4be34ba9bac,18602039110e4bb.png,1849ed4981fd44d.png,b3c1f76312964e1.png,4238d2b180ab423.png,a8f2477f679442e.png,good
chair,5dd2588588c34b72920c53f32b54c731,d1d28d73-a176-4ffa-80c9-b0ebba81ec0f,ec739343-63b7-4b9b-a82a-ec035600bc94,304b1025-e517-4c71-a023-576c508a419f,6ec354d0-9e0f-4d1b-9356-0d22a5310eab,1cd71cb0-60d4-40af-9441-f50903318dbd,1ed74e23-12d8-4104-96b6-b499e451c1ea,cee641d1-fc2f-4742-923d-e8409cf5e85f,4af9242c-958d-4ede-bd15-2466a36a66db,d3743cbe04ba4d8.png,e1baf9e513274a6.png,93e5ff399351469.png,76c4254d520d4ed.png,0384e15e0436444.png,bad
teapot,f0d6ae4ab8494b51b3bd9a5a766a6935,9128fc5c-331d-4b9a-93a0-d2630fb35f64,318d0276-9e7d-4c57-a920-0f9e803a143b,5815512e-13cd-4618-87bc-eb0b308af77e,54406867-0ddb-4456-aeae-10b9ad6d5109,bbe4f4eb-963d-42c9-9f1d-487e17b34b53,5dcb15af-8d32-4801-8ce7-207b45c4a626,d13bc79b-8dae-4413-824a-986b1fd86e0f,1dec0025-c198-4b19-8cc0-32c6d6d53038,bfe977b288a84e5.png,2678a1cf047e459.png,c4f149c1404a450.png,ef62e6260c404ac.png,e99889c23baa4c1.png,good
helmet,c80adcabc99a4c9cb41e7c6c01544c27,63e0c1db-ca29-4145-8ff4-8491648e364c,f6494cbc-9af5-4cb6-b95b-9f607b658d2a,89b813b8-8771-44eb-8463-7f3b14ebd162,a37c6b30-2ac7-4a4c-a135-a69dbe9f8bba,fbd04638-040e-424e-9916-b63584ca8878,a09df3ca-2497-4371-8bc4-d64de6b5b3c1,69898f18-8ffd-4fe7-91ab-4e8c65662862,1089f790-07aa-4382-93ba-a77d52961276,e74a9617cebd4cd.png,d2a3bfc405b0476.png,c941639a98af41e.png,461c5cb7580146e.png,d818a88a5826445.png,good
bench,a1e731ada47e44128758b0fccd74f0ae,70b93409-40d7-49c6-b581-4e9d6887696d,e549a374-16cf-4004-8a75-58b6ecd32758,7907e5bb-0553-4c03-b902-b5d3479785dc,ae956edc-5cc5-4fcc-bfb8-dc43faf86bac,9a06138a-2c49-4d95-bf51-590899d861ae,afc4b555-ae3e-42ce-a69d-98f2f8e8d8ec,cfe49ce2-062e-4a25-b13a-610aba5a9a28,1c6417e4-9c8b-4df5-923d-4e84d676d692,120f79d65aa34f9.png,71fb34b545e6428.png,73512dac354741b.png,98119937821144a.png,7a26d91840764f2.png,good
helmet,c012ccd4ed9047da83fac83a4395ce0f,9cd9b94f-362a-4d53-a2b1-1ece0a72e8ac,27f1ff71-00a5-452d-b72a-9255428c22e5,dcdc8fbe-9a37-4a03-afd6-11d533d96ce3,d7889889-a24b-45d2-98a8-c356a283078d,6c079f2b-3759-4de8-b2dc-c896c052318c,44bf78e6-4b95-4c59-8d87-206ffc298c84,64295b76-3681-4b7a-a794-c1eff000a192,7133bd50-5eed-435d-8fc3-cf9cfa2d180c,d818a88a5826445.png,cf1e2d4d06e5400.png,66263c91caaa493.png,b79f5f15aac34a7.png,8bbb07b117ab496.png,bad
dress,dfd9c799835f4135b3309168aa08d5bd,681f2a48-3e89-4339-80d6-21e4cd60bcc4,68fb1f79-e24b-4088-bd8d-5b87656288b3,5bd0c7c2-8bf6-42ed-8183-6ba8f1ae403c,430f19d1-e327-48ff-936d-3bdbb790d458,08f47019-5aeb-4fef-89f5-e84499ddcb11,850e8707-8fbd-4900-8758-eae638736f75,7cda639f-d69d-4029-a8d1-bd53ddeea621,667a6d5c-a75b-4bb6-9f97-663821dd3d4f,f163689444324ec.png,b17ab43426a841a.png,8c64694d6ea3435.png,5d7f19cbcb0b49f.png,4cd9484bb18340b.png,good
chair,fd1b5e00ede34a0886ead5299f647a0a,cd907b83-d33c-43d8-b309-c130f5b51aad,87d66d51-13f1-4160-83ee-dc1b855c5f42,35cfd9d7-3457-460b-a322-15880216b798,97e837f0-d12c-42d0-9ae8-6daea94ee6e9,5f46c638-ba84-4c4a-aad4-7d47f06f973d,45095388-a5dc-4251-b535-72f624ff2244,e6944164-b800-4dbe-8f11-9b06249873e1,51fc47fc-ab15-4b25-8d3f-60d564c15cd1,9d0ad6e737a3490.png,dfea29b44617463.png,d689eb43d8e14b0.png,6bf92f17436345f.png,b64ff506172c4bc.png,good
helmet,b0bd949db2f84dc68658acbf6e74e28e,99e98dcf-edd2-4ea7-8859-3c8403b4678b,171832d0-6170-4857-8f9b-aa37faf36329,5f94cf8f-ae8d-479d-95d4-aeb08bc1b3fe,92d503e8-acc0-4d27-a441-c1ad96d82b1c,2c9e6559-61b9-4682-9057-21ac1aea5f61,7c1ce12c-1ed2-4446-bfa8-1613076163c4,d0c5f77b-38b1-476d-b3ef-de1348583899,421294f2-677e-4a00-8f22-1e143d004ec0,cb0a3297b11f4a9.png,3cdd8acedc0c469.png,a09b90fc07bd46f.png,07c749b76ca44bd.png,c7a2bed952904fe.png,good
banana,5dd87a342bc64ffd96a4fd1dc48e89eb,31a406d2-fa3a-48ca-8081-7d4ab1eb198b,5ec9c147-38c2-4b65-b4fe-f9d61a8e4deb,62d826c4-effd-4450-ba69-4eb85858ebae,f664821d-9714-4eac-9eb2-de0ee4627547,3f1421e9-87c4-483a-8b4b-a2de5cda7979,9dd5283b-3aea-4f0a-8cb6-42dc98202dae,933500a4-c8ac-4d47-9987-f75290e2e2e3,03196d3e-2a0e-40ff-8b0b-9993b3a71c04,59fe6f5cb1f34bb.png,678f66b28598458.png,77aaa10fdfc7445.png,98aae6aef2b1417.png,54923e1fbaba480.png,good
helmet,6722428dade442b181afcb9bfb02b75c,ad1ac734-1b16-4ba6-92ef-1b55d76e6b76,9d64e9bd-025a-4a3b-81ec-df5cb3f5b41f,bacad746-29d8-42d2-9a10-3d89f8b660e3,eda23fe5-4a28-4976-8f11-2c0021ac55b7,21e5d34c-97a3-45f0-b90c-40786e74c6b0,6dc70bfe-caa8-449a-8b8c-d9a6281426f0,1bb8b657-03cd-4116-9ec8-85cac184d63e,391a038b-eaa7-477c-8af0-91f8e211059c,9301a37035b34c2.png,8d688841695b420.png,b3027d7df4f446b.png,4c049fb6d7014a5.png,f258bbeb912343a.png,bad
pitcher,5abf52bc915b45d180835567f8a3eaf5,5346680f-14db-4cd3-b75c-57fcbc4333bc,351a764b-019c-4728-be77-d3a3a68c8889,f2ef3902-b660-4986-841d-7f7c6707f8fd,4c81e2c0-de4e-424c-975b-ebb9f9ea882d,1c380b1c-bb4f-4993-98c6-1dfd54f1fa3b,974ccf9c-7a1d-4f2c-9275-31914a94b1a8,410ec668-6cc8-41e1-88f9-63265fabfcce,b9f5eb0c-5f64-4066-ab99-7700fdee24cd,d739946b47a74f1.png,bfea1cb23cf6427.png,a0b3243eb84148f.png,ea2b58841449479.png,cf3185b4722c407.png,bad
trash_bin,dcc5e47bf6e14d2e80bdbb41052e2f8a,53f8c5d3-31e5-48c9-9a02-ab098f2e5499,5e314f10-8bfd-4f86-9f04-bc95950bf39f,8f772fb2-b947-4fd9-b214-f465bcfef89b,f014b576-6534-4197-bde0-b1a5dd99f4f8,2e397f13-f420-43eb-91af-f3a8fe2102dc,986b3733-2700-4269-a2d3-030aafc244c3,ac4eaa32-e385-4333-b850-7e313c70565b,a501609f-04b7-45ce-baea-59d6a879e7a0,3245b25503c1407.png,ec70364bf7074f2.png,b30dc0f67aee4b3.png,e825780a4e45420.png,a5de44b4b5dc44d.png,good
fan,aaa202435fa1456fa3dc18739f5bcf1c,4780ad61-7787-44a6-aff2-21aedf655979,feb94a3b-ddcd-43a7-bdad-2954777d2c90,c62b727e-3f3b-4265-bbdf-a5b4fa1597d4,b61dc155-5c01-436e-b6c9-8da77cbe8624,3f611fd4-d7ec-4880-92d9-9b9fa7e9c328,7a8923fc-a8ad-4381-ace6-7ac2f3517f28,46701684-b0b1-4d9b-abab-5f1fd228ebe1,b193b52b-fca1-4f47-b7c4-544b54a4604e,6224d1e87ba54eb.png,40584c01404741a.png,1ed1d9e10d1f4a5.png,cea22f5c57a2460.png,67fdcdf87e8e4e9.png,good
orange,61b3b54ef16742bd9854e3e7f33f3996,6ad3a5f5-961d-4f44-a95f-116ec7699dd4,3315765f-c54e-45e5-84ff-fb1512840393,30a0f7b0-892d-4a92-8cfc-9de27ed5afd6,b7b82d72-c124-461c-9ae8-7e90a8515129,cdc6900e-2619-4655-9eaf-322bc227f2b2,10675593-8295-4c23-abfa-9b29a02710ee,2689c9fc-f4b0-4622-933b-5fde1fe25c05,07f26593-1426-4c85-b56a-76200c3cbc45,982cb0ec89324b1.png,07ccb6f637814d5.png,96935827463b47f.png,486b202f8e224b2.png,09b75ade315548e.png,good
basket,cc613d8d1c4a418bb2a32103c1c71de5,03f409b9-4efb-4bfd-b293-37bea5d6a61c,f33f8ca7-4365-4554-a9eb-7cce18b870a5,3da4a7df-e9c2-46e9-9bd0-e30086718451,d978e03a-e57d-42ac-827f-73c38069dd62,128daac2-bc40-4f4d-9c31-b9e31d8a4d10,0cba4b3f-caee-48aa-a059-461cb2cd3fc4,85abd102-887c-43b3-8e6a-bd5eee56889d,abf67322-e662-45a4-9897-ee6d73270cba,ead806bf868c423.png,a84573c4db1d4c1.png,6967d6cc44ae4ff.png,f8c58894ca834b1.png,6d8e408f32f649d.png,bad
helmet,76a2233c756c4257b4329f98138a72d2,09ff4fd3-0dfb-4c6c-8014-b56b81bbca27,8b6a6d1a-8f7c-4a85-b60a-81c7dd355648,f37ce903-e0e1-4449-a89c-65352fade5a3,a90c2ebe-a21c-49f7-914a-7ddcb6b6db34,fd0eb75a-1f18-41a9-95ae-f361ffa43ee3,56029b72-6da2-4e72-96a4-3b2bc442dbda,48148bae-78be-4792-9a0e-e2d8ebe56502,b319ecc4-3e4c-4c12-97ee-c16fffdd14cf,4f4bc8063a7c46f.png,0a8a9edb0b27400.png,e3f925b5d5c645c.png,38e9dee676ff4df.png,1fa6b2e5549c418.png,good
speaker,d2a2bb836e194649b1b79dd3ba9431e6,54f6f754-18a7-4bac-9338-16ddbfba000d,5c04f1fa-7322-48e1-9f2a-3b6acb957a85,ad622b9d-3af3-40d5-ad94-31aed09fb86f,c7af01c5-7d28-4d5b-9ca0-e6e2fe15f543,de6643f3-dcd3-4c88-8a16-d0bce1ce9c11,cb767e42-7d7a-46da-94f7-a64479e282f5,84a7e08e-c1bc-4eb7-9487-eb075d0da9fb,80f8a6a4-bcab-4a65-a93b-3814c2800cd9,9efe6bb042eb439.png,dd955699ba6e46d.png,43cd3409bc5e4af.png,5629ad6146d449e.png,8a82fbbb913345e.png,good
watch,35cb3f748d404b8692c93dd168f9973b,3db6f7dd-fad8-4243-99d5-54f2e777d3e9,281a7286-3a35-455d-b9bc-b1c9de33bd08,d851666a-93ff-4c41-a379-30d288b5265e,0d6ac9c7-8425-4321-8036-4bab446ec340,ceb5624e-ddf8-4b21-b3b7-9fc9643a506e,c15f05bb-d06b-4fb8-a626-029339381227,c3f45831-9b5b-4ae4-9023-92031b3cff0c,1bc93387-4e84-4030-9db8-c2fee38f3d87,02172936258c456.png,d083d7f3b5e1454.png,6c3a8a7f7d654d7.png,552d7f0c5bea439.png,a0293c7f3cf0475.png,good
cellphone,7fa268c95da84766b521663b79750e81,e2c27d02-53fb-4caf-9be0-43b73eec8322,05a7c673-5079-4695-bf58-426834df7121,61e6019c-3a47-4c0d-9e67-90d1eee936b4,5a303ad4-b124-4aa8-a0cf-10ad5d23a1c8,fe86d44e-003c-40fe-bdf7-083cbd4f3062,b1ce7579-523e-46d9-aff1-d95a6616d8f9,f5691bac-c1b7-4901-a316-4f6da222b90b,dbf8c09f-60f4-4ebf-a4f9-2058cdcbca5a,cd7bedd371ee4ab.png,a39519e09fb1494.png,ae726a6669d9443.png,948502572f11409.png,0abbe11f4bbf47f.png,good
chair,54469a500c35457bafb912f2db75c226,7c02bdeb-bea7-4e68-b168-9fd6201acc4d,06aa3ae3-713f-473d-8ed1-d26cfbbd467c,e8c78ea4-9775-491b-b851-5f535f937339,a0b3d408-702b-4f88-9f87-645f4dbf00cc,1a7047b8-0a26-4079-93ad-00dc795f9362,0e70fa7c-5ca6-4271-b82c-49ede15a5b92,ff942aef-a4d9-4b53-bf82-b4f419eb1c16,b2b7788d-50c4-44d8-9727-5a5bb90f26d8,b64ff506172c4bc.png,0e48b2f4269a415.png,7360370a8134476.png,415a9da37b7742d.png,70dd7ea8efd04b7.png,good
